Group,Case,Move,Time,Iteration
1,1,13,3,12
1,2,8,1,5
1,3,2,0,1
1,4,7,1,6
1,5,4,0,3
1,6,8,1,6
1,7,8,1,6
1,8,6,1,4
1,9,10,1,9
1,10,12,5,11
1,11,8,2,6
1,12,10,2,8
1,13,11,3,10
1,14,11,1,8
1,15,9,1,8
1,16,9,1,8
1,17,8,1,4
1,18,7,1,6
1,19,14,3,13
1,20,15,3,14
1,21,15,4,14
1,22,12,3,11
1,23,9,1,7
1,24,12,2,10
1,25,9,2,8
1,26,5,0,3
1,27,8,0,6
1,28,12,3,11
1,29,12,3,11
1,30,10,1,9
1,31,8,0,6
1,32,5,0,4
1,33,7,1,6
1,34,11,2,10
1,35,8,1,5
1,36,9,0,6
1,37,8,0,4
1,38,10,1,7
1,39,0,0,0
1,40,10,2,9
2,1,10,4,8
2,2,7,2,6
2,3,13,10,10
2,4,6,1,4
2,5,10,5,6
2,6,13,7,12
2,7,15,9,14
2,8,9,2,6
2,9,7,1,6
2,10,14,8,12
2,11,11,3,10
2,12,8,3,7
2,13,5,0,4
2,14,8,1,7
2,15,10,3,8
2,16,11,3,9
2,17,7,2,5
2,18,9,2,8
2,19,9,3,5
2,20,8,2,7
2,21,11,4,6
2,22,11,1,8
2,23,7,1,5
2,24,11,4,10
2,25,8,0,4
2,26,8,5,7
2,27,5,1,4
2,28,10,2,9
2,29,14,9,13
2,30,11,3,8
2,31,9,3,7
2,32,8,1,4
2,33,12,6,10
2,34,9,2,5
2,35,9,3,7
2,36,10,3,4
2,37,8,2,5
2,38,7,1,4
2,39,7,1,4
2,40,8,2,5
3,1,10,5,6
3,2,12,8,9
3,3,11,4,9
3,4,6,1,3
3,5,14,11,10
3,6,14,8,7
3,7,7,2,3
3,8,14,16,13
3,9,12,8,10
3,10,9,3,7
3,11,15,12,13
3,12,12,3,6
3,13,15,15,13
3,14,7,3,5
3,15,13,8,7
3,16,9,2,5
3,17,12,8,8
3,18,8,5,7
3,19,10,3,5
3,20,13,8,9
3,21,9,3,6
3,22,10,4,6
3,23,10,7,9
3,24,10,7,5
3,25,9,6,8
3,26,10,4,6
3,27,10,3,7
3,28,10,4,6
3,29,12,6,8
3,30,7,2,5
3,31,13,7,8
3,32,8,4,7
3,33,10,7,9
3,34,8,2,6
3,35,10,5,7
3,36,10,5,8
3,37,15,13,13
3,38,5,1,4
3,39,9,7,8
3,40,9,5,8
4,1,13,22,12
4,2,10,8,7
4,3,12,13,8
4,4,9,6,5
4,5,7,2,4
4,6,13,21,10
4,7,16,31,14
4,8,13,8,9
4,9,12,15,8
4,10,9,7,5
4,11,4,0,0
4,12,11,11,10
4,13,10,6,7
4,14,11,9,5
4,15,11,13,10
4,16,15,17,7
4,17,14,16,11
4,18,11,11,9
4,19,12,16,10
4,20,10,15,7
4,21,15,13,9
4,22,12,21,9
4,23,14,13,10
4,24,15,21,8
4,25,9,3,6
4,26,17,31,15
4,27,13,11,7
4,28,9,7,6
4,29,10,8,8
4,30,13,22,11
4,31,11,7,6
4,32,10,7,7
4,33,12,12,8
4,34,12,18,11
4,35,7,2,5
4,36,11,13,10
4,37,11,11,8
4,38,13,25,10
4,39,12,12,7
4,40,11,10,10
5,1,9,5,6
5,2,13,6,8
5,3,14,37,13
5,4,13,24,8
5,5,15,41,8
5,6,14,20,8
5,7,17,66,16
5,8,12,34,11
5,9,13,23,9
5,10,11,27,9
5,11,12,14,7
5,12,13,56,10
5,13,11,5,4
5,14,14,25,9
5,15,10,6,7
5,16,13,26,8
5,17,16,52,13
5,18,13,31,12
5,19,15,40,13
5,20,12,57,11
5,21,13,17,11
5,22,18,42,12
5,23,11,5,6
5,24,8,8,6
5,25,13,24,11
5,26,14,23,4
5,27,16,24,10
5,28,14,50,13
5,29,17,56,13
5,30,15,39,14
5,31,10,20,7
5,32,11,23,9
5,33,16,28,10
5,34,11,27,7
5,35,16,46,13
5,36,10,10,7
5,37,11,3,3
5,38,14,39,12
5,39,9,5,6
5,40,13,9,8
6,1,10,24,5
6,2,14,46,10
6,3,15,34,9
6,4,15,62,12
6,5,16,48,11
6,6,10,6,6
6,7,19,132,18
6,8,16,55,14
6,9,12,29,9
6,10,16,44,10
6,11,12,15,6
6,12,14,21,9
6,13,15,34,11
6,14,15,95,13
6,15,11,33,9
6,16,12,44,8
6,17,13,46,12
6,18,11,19,6
6,19,15,107,13
6,20,16,40,11
6,21,15,77,12
6,22,13,74,10
6,23,12,22,11
6,24,13,33,6
6,25,14,55,7
6,26,18,67,11
6,27,8,22,7
6,28,15,49,11
6,29,17,53,10
6,30,13,49,11
6,31,14,42,10
6,32,14,26,7
6,33,12,9,7
6,34,13,57,9
6,35,17,77,15
6,36,13,62,9
6,37,12,56,9
6,38,18,106,14
6,39,12,6,6
6,40,15,41,7
7,1,13,10,11
7,2,17,17,16
7,3,22,27,21
7,4,15,11,14
7,5,18,18,17
7,6,10,12,8
7,7,20,18,18
7,8,17,22,16
7,9,7,5,4
7,10,16,11,14
7,11,11,8,9
7,12,19,19,18
7,13,22,23,21
7,14,19,25,18
7,15,14,10,12
7,16,22,27,21
7,17,11,4,5
7,18,21,22,19
7,19,21,24,20
7,20,19,18,14
7,21,17,14,14
7,22,13,12,12
7,23,23,31,22
7,24,20,23,19
7,25,23,29,22
7,26,18,22,17
7,27,22,32,21
7,28,17,19,16
7,29,16,17,14
7,30,18,33,16
7,31,18,10,14
7,32,15,14,12
7,33,21,28,20
7,34,16,14,15
7,35,23,32,21
7,36,17,20,15
7,37,16,10,15
7,38,18,22,17
7,39,16,15,13
7,40,16,18,13
8,1,19,30,13
8,2,20,47,19
8,3,21,39,14
8,4,12,16,11
8,5,18,31,14
8,6,17,38,14
8,7,15,29,14
8,8,22,36,21
8,9,20,16,9
8,10,16,23,15
8,11,15,8,6
8,12,18,40,17
8,13,15,25,14
8,14,21,55,20
8,15,23,64,22
8,16,13,16,11
8,17,23,61,22
8,18,18,29,17
8,19,19,33,17
8,20,20,45,19
8,21,20,41,17
8,22,22,55,18
8,23,22,65,21
8,24,17,35,15
8,25,21,51,20
8,26,21,41,19
8,27,16,21,13
8,28,16,24,9
8,29,22,54,21
8,30,22,40,17
8,31,21,45,20
8,32,24,53,16
8,33,18,29,14
8,34,22,49,16
8,35,17,33,12
8,36,13,27,12
8,37,17,46,16
8,38,18,22,17
8,39,21,51,20
8,40,19,49,18
9,1,23,104,19
9,2,13,20,6
9,3,22,70,15
9,4,23,129,21
9,5,19,66,18
9,6,21,62,15
9,7,24,89,20
9,8,17,43,13
9,9,20,79,15
9,10,22,64,15
9,11,19,93,17
9,12,24,90,17
9,13,16,72,13
9,14,18,53,14
9,15,23,104,20
9,16,18,82,17
9,17,20,83,19
9,18,25,108,21
9,19,22,69,15
9,20,21,101,19
9,21,23,73,14
9,22,11,20,7
9,23,13,33,10
9,24,25,127,23
9,25,22,89,19
9,26,17,24,11
9,27,19,36,11
9,28,26,159,25
9,29,19,79,18
9,30,19,84,17
9,31,14,10,8
9,32,22,87,16
9,33,18,73,17
9,34,26,132,25
9,35,23,92,19
9,36,23,90,18
9,37,22,85,17
9,38,16,23,11
9,39,18,87,16
9,40,25,102,23
10,1,22,121,14
10,2,24,184,19
10,3,17,84,16
10,4,25,205,23
10,5,24,175,21
10,6,28,181,22
10,7,27,170,19
10,8,21,157,15
10,9,21,127,17
10,10,25,267,22
10,11,25,162,19
10,12,27,207,26
10,13,21,153,20
10,14,25,133,13
10,15,24,167,16
10,16,15,106,14
10,17,21,129,19
10,18,23,117,16
10,19,23,161,22
10,20,24,87,14
10,21,25,202,24
10,22,27,198,26
10,23,17,62,12
10,24,23,124,16
10,25,23,94,14
10,26,24,158,21
10,27,26,179,19
10,28,28,215,22
10,29,21,134,18
10,30,21,128,19
10,31,23,214,19
10,32,24,187,23
10,33,24,159,18
10,34,21,132,17
10,35,27,250,26
10,36,22,131,21
10,37,25,201,24
10,38,19,79,15
10,39,23,168,22
10,40,23,162,22
11,1,26,51,23
11,2,31,63,29
11,3,28,49,26
11,4,27,47,26
11,5,28,49,27
11,6,21,32,18
11,7,24,40,23
11,8,27,52,25
11,9,27,44,26
11,10,19,17,12
11,11,19,33,18
11,12,29,51,28
11,13,27,48,25
11,14,35,62,34
11,15,29,52,27
11,16,26,36,22
