Group,Case,Move,Time,Iteration
1,1,13,6,12
1,2,8,1,5
1,3,2,0,1
1,4,7,1,6
1,5,4,0,3
1,6,8,1,6
1,7,8,1,6
1,8,6,1,4
1,9,10,2,9
1,10,12,3,11
1,11,8,2,6
1,12,10,3,8
1,13,11,4,10
1,14,11,3,8
1,15,9,2,8
1,16,9,2,8
1,17,8,1,4
1,18,7,2,6
1,19,14,7,13
1,20,15,7,14
1,21,15,8,14
1,22,12,7,11
1,23,9,2,7
1,24,12,2,10
1,25,9,2,8
1,26,5,0,3
1,27,8,1,6
1,28,12,3,11
1,29,12,3,11
1,30,10,2,9
1,31,8,1,6
1,32,5,1,4
1,33,7,2,6
1,34,11,4,10
1,35,8,3,5
1,36,9,1,7
1,37,8,0,4
1,38,10,2,7
1,39,0,0,0
1,40,10,2,9
2,1,10,5,9
2,2,7,3,6
2,3,13,6,10
2,4,6,1,4
2,5,10,4,6
2,6,13,16,12
2,7,14,8,13
2,8,9,2,6
2,9,7,2,6
2,10,14,15,12
2,11,11,6,10
2,12,8,3,7
2,13,5,1,4
2,14,8,2,7
2,15,10,3,8
2,16,11,3,9
2,17,7,2,5
2,18,9,3,8
2,19,9,3,5
2,20,8,2,7
2,21,11,4,6
2,22,11,2,8
2,23,7,1,5
2,24,11,4,10
2,25,8,0,4
2,26,8,7,7
2,27,5,2,4
2,28,10,6,9
2,29,14,11,13
2,30,11,3,8
2,31,9,3,7
2,32,8,1,4
2,33,12,11,10
2,34,9,2,5
2,35,9,3,7
2,36,10,2,5
2,37,8,2,5
2,38,7,3,4
2,39,7,1,4
2,40,8,4,5
3,1,10,6,6
3,2,12,9,9
3,3,11,5,9
3,4,6,1,3
3,5,14,13,11
3,6,14,9,7
3,7,7,1,3
3,8,14,18,13
3,9,13,17,12
3,10,9,3,7
3,11,15,17,13
3,12,12,5,7
3,13,15,16,13
3,14,7,4,5
3,15,13,10,7
3,16,9,3,5
3,17,12,8,8
3,18,8,5,7
3,19,10,2,5
3,20,13,8,9
3,21,9,4,6
3,22,10,5,7
3,23,10,7,9
3,24,10,7,5
3,25,9,7,8
3,26,10,3,6
3,27,10,3,7
3,28,10,4,6
3,29,12,6,8
3,30,7,4,5
3,31,13,8,8
3,32,8,7,7
3,33,10,13,9
3,34,8,4,6
3,35,10,8,7
3,36,10,18,8
3,37,15,23,13
3,38,5,1,4
3,39,9,7,8
3,40,9,6,8
4,1,13,25,12
4,2,10,9,7
4,3,12,14,8
4,4,9,7,5
4,5,7,2,4
4,6,13,20,10
4,7,16,40,15
4,8,13,15,9
4,9,12,14,9
4,10,9,10,5
4,11,4,0,0
4,12,11,22,10
4,13,10,7,7
4,14,11,16,5
4,15,11,28,10
4,16,15,23,7
4,17,14,20,13
4,18,11,14,9
4,19,12,10,10
4,20,10,8,7
4,21,15,27,12
4,22,12,28,9
4,23,14,15,10
4,24,15,22,10
4,25,9,3,6
4,26,17,39,15
4,27,13,12,7
4,28,9,10,6
4,29,10,8,8
4,30,13,29,11
4,31,11,11,6
4,32,10,10,7
4,33,12,14,10
4,34,12,22,11
4,35,7,2,5
4,36,11,18,10
4,37,11,21,8
4,38,14,40,9
4,39,11,16,8
4,40,11,11,10
5,1,9,6,6
5,2,13,6,8
5,3,14,50,13
5,4,13,36,8
5,5,15,42,8
5,6,14,24,8
5,7,17,113,16
5,8,12,37,11
5,9,13,25,9
5,10,11,33,9
5,11,12,15,7
5,12,13,53,10
5,13,11,5,4
5,14,14,27,9
5,15,10,8,7
5,16,13,32,8
5,17,16,89,14
5,18,13,57,12
5,19,15,69,13
5,20,12,92,11
5,21,13,26,11
5,22,18,66,12
5,23,11,5,6
5,24,8,13,6
5,25,13,27,11
5,26,14,18,5
5,27,16,29,10
5,28,14,57,13
5,29,17,54,13
5,30,15,45,14
5,31,10,22,7
5,32,11,31,9
5,33,16,33,10
5,34,10,24,6
5,35,16,45,13
5,36,10,11,7
5,37,11,3,3
5,38,14,41,12
5,39,9,4,6
5,40,13,10,8
6,1,10,33,8
6,2,14,78,13
6,3,15,38,10
6,4,15,75,12
6,5,16,49,11
6,6,10,6,6
6,7,19,146,15
6,8,16,59,14
6,9,12,33,9
6,10,16,78,10
6,11,12,18,6
6,12,14,23,9
6,13,15,37,11
6,14,15,100,12
6,15,11,35,9
6,16,12,47,8
6,17,13,51,12
6,18,11,24,8
6,19,15,114,13
6,20,15,49,12
