Group,Case,Move,Time,Iteration
1,1,12,9,10
1,2,8,2,6
1,3,2,1,1
1,4,7,1,6
1,5,4,0,3
1,6,8,1,6
1,7,8,2,6
1,8,6,1,5
1,9,10,2,9
1,10,12,8,11
1,11,7,3,6
1,12,10,5,8
1,13,11,7,10
1,14,11,5,9
1,15,9,3,8
1,16,9,4,8
1,17,8,2,4
1,18,7,3,6
1,19,14,12,13
1,20,15,14,14
1,21,15,9,14
1,22,12,7,11
1,23,9,2,7
1,24,12,5,10
1,25,9,6,8
1,26,5,0,3
1,27,8,2,6
1,28,12,9,11
1,29,12,7,11
1,30,10,3,9
1,31,8,1,6
1,32,5,1,4
1,33,7,2,6
1,34,11,6,10
1,35,8,2,5
1,36,9,1,7
1,37,8,1,5
1,38,10,2,7
1,39,0,0,0
1,40,10,3,9
2,1,10,8,8
2,2,7,4,6
2,3,13,13,12
2,4,6,0,4
2,5,10,6,6
2,6,12,13,11
2,7,14,15,13
2,8,9,2,6
2,9,7,1,6
2,10,14,17,12
2,11,10,3,5
2,12,8,4,7
2,13,5,0,4
2,14,8,3,7
2,15,10,6,9
2,16,11,4,9
2,17,7,3,5
2,18,9,5,8
2,19,9,4,5
2,20,8,3,7
2,21,11,5,6
2,22,11,2,8
2,23,7,1,5
2,24,11,9,10
2,25,8,1,4
2,26,8,6,7
2,27,5,1,4
2,28,10,4,9
2,29,13,19,12
2,30,11,4,8
2,31,8,3,6
2,32,8,1,4
2,33,12,14,11
2,34,9,1,5
2,35,9,6,7
2,36,10,6,5
2,37,8,2,5
2,38,7,3,4
2,39,7,1,4
2,40,8,5,5
3,1,10,17,6
3,2,12,24,11
3,3,11,10,9
3,4,6,1,3
3,5,14,23,11
3,6,13,19,12
3,7,7,3,3
3,8,14,44,13
3,9,12,29,10
3,10,9,7,7
3,11,15,37,13
3,12,12,4,7
3,13,15,34,13
3,14,7,4,6
3,15,13,17,7
3,16,9,3,5
3,17,12,13,8
3,18,8,6,7
3,19,10,5,5
3,20,13,26,12
3,21,9,7,7
3,22,9,8,6
3,23,10,12,9
3,24,10,12,8
3,25,9,12,8
3,26,10,5,6
3,27,10,6,7
3,28,10,6,6
3,29,11,9,7
3,30,7,4,5
3,31,13,16,8
3,32,8,8,7
3,33,10,16,9
3,34,8,3,6
3,35,10,8,7
3,36,10,15,8
3,37,15,35,13
3,38,5,2,4
3,39,9,12,8
3,40,9,15,8
4,1,13,68,12
4,2,9,11,5
4,3,12,43,8
4,4,9,13,6
4,5,7,2,4
4,6,13,42,10
4,7,15,72,11
4,8,13,22,9
4,9,12,26,9
4,10,9,9,5
4,11,4,0,0
4,12,11,20,10
4,13,10,17,7
4,14,11,38,7
4,15,11,27,10
4,16,15,40,7
4,17,13,8,6
4,18,11,26,10
4,19,12,20,10
4,20,10,27,7
4,21,15,39,12
