group,poolsize,lookdepth,lookwidth,avesol,avetime
1,20,3,20,10.6,0.010100000000000001
2,20,3,20,17.8,0.004000000000000001
3,20,3,20,27.3,0.027899999999999998
4,20,3,20,37.1,0.04410000000000001
