Group,Case,Move,Time,Iteration
1,1,29,1,0
1,2,29,3,0
1,3,29,1,0
1,4,29,1,0
1,5,29,2,0
1,6,29,1,0
1,7,29,2,0
1,8,29,2,0
1,9,29,1,0
1,10,29,1,0
1,11,31,2688,27
1,12,29,1,0
1,13,29,1,0
1,14,29,2,0
1,15,29,1,0
1,16,29,1,0
1,17,29,1,0
1,18,29,3,1
1,19,29,1,0
1,20,29,1,0
2,1,36,1,0
2,2,36,1,0
2,3,36,1,0
2,4,36,2,0
2,5,36,2,0
2,6,36,2,0
2,7,36,2,0
2,8,36,1,0
2,9,36,1,0
2,10,36,1,0
2,11,36,1,0
2,12,36,1,0
2,13,36,1,0
2,14,36,1,0
2,15,36,0,0
2,16,36,1,0
2,17,36,1,0
2,18,36,1,0
2,19,36,1,0
2,20,36,1,0
3,1,29,1,0
3,2,29,1,0
3,3,29,3,1
3,4,29,1,0
3,5,29,1,0
3,6,29,1,0
3,7,29,1,0
3,8,29,1,0
3,9,29,1,0
3,10,29,1,0
3,11,29,1,0
3,12,29,1,0
3,13,29,1,0
3,14,30,1729,22
3,15,29,1,0
3,16,29,1,0
3,17,29,22,2
3,18,29,1,0
3,19,30,1307,22
3,20,29,15,1
4,1,36,1,0
4,2,36,2,0
4,3,36,1,0
4,4,36,1,0
4,5,36,1,0
4,6,36,1,0
4,7,36,1,0
4,8,36,1,0
4,9,36,2,0
4,10,36,2,0
4,11,36,1,0
4,12,36,3,1
4,13,36,7,1
4,14,36,1,0
4,15,36,2,0
4,16,36,1,0
4,17,36,1,0
4,18,36,1,0
4,19,36,1,0
4,20,36,1,0
5,1,44,9721,40
5,2,42,6747,38
5,3,40,4063,27
5,4,40,3913,30
5,5,41,5181,32
5,6,42,5950,37
5,7,41,6199,31
5,8,42,6835,34
5,9,43,5452,38
5,10,39,60,2
5,11,43,4862,32
5,12,42,5765,29
5,13,41,5918,35
5,14,43,5338,28
5,15,41,4299,30
5,16,41,6460,39
5,17,43,5891,36
5,18,45,8664,40
5,19,40,4358,35
5,20,42,5633,37
6,1,51,8031,42
6,2,49,7617,43
6,3,50,7965,44
6,4,52,9533,45
6,5,50,7185,36
6,6,51,7870,36
6,7,51,9684,47
6,8,49,6138,40
6,9,49,6050,39
6,10,50,6490,38
6,11,50,8169,31
6,12,51,9023,45
6,13,51,9923,45
6,14,49,5748,37
6,15,50,7506,41
6,16,53,10844,48
6,17,51,8013,43
6,18,51,8652,46
6,19,50,8285,40
6,20,50,6957,40
7,1,42,8163,36
7,2,44,7651,42
7,3,48,10545,46
7,4,41,7319,31
7,5,45,9799,43
7,6,44,5367,27
7,7,44,7160,33
7,8,42,7414,37
7,9,43,9211,38
7,10,45,10410,41
7,11,44,6802,35
7,12,43,7729,36
7,13,44,10889,42
7,14,40,3542,21
7,15,41,4764,29
7,16,42,6777,34
7,17,44,9407,39
7,18,43,11371,42
7,19,41,5131,34
7,20,43,7614,37
8,1,51,9438,44
8,2,50,7042,37
8,3,54,10606,44
8,4,49,6713,39
8,5,48,7,1
8,6,52,10614,49
8,7,52,10992,45
8,8,53,11162,40
8,9,51,10569,46
8,10,51,10889,43
8,11,52,9418,43
8,12,53,9079,38
8,13,52,10350,50
8,14,50,9541,40
8,15,50,8284,45
8,16,51,8772,34
8,17,51,10414,43
8,18,50,4004,25
8,19,55,12900,49
8,20,50,7073,33
9,1,51,7686,37
9,2,50,8852,38
9,3,52,11661,39
9,4,49,5342,27
9,5,52,9803,36
9,6,53,10297,40
9,7,54,14257,43
9,8,55,14359,44
9,9,51,9518,33
9,10,50,10173,41
9,11,51,9596,46
9,12,49,8114,41
9,13,50,6136,35
9,14,50,7710,36
9,15,53,8426,32
9,16,52,11003,45
9,17,51,12147,39
9,18,49,5640,32
9,19,53,13591,47
9,20,51,7736,34
10,1,62,15309,53
10,2,58,3,0
10,3,58,16,1
10,4,62,12801,47
10,5,60,13953,56
10,6,60,13859,49
10,7,58,2,0
10,8,58,1238,6
10,9,61,14433,54
10,10,60,11216,43
10,11,61,12216,43
10,12,60,12109,52
10,13,58,47,1
10,14,59,8042,40
10,15,59,8484,36
10,16,58,40,2
10,17,61,12461,41
10,18,59,7614,40
10,19,59,7909,30
10,20,58,18,1
11,1,57,13996,41
11,2,53,14031,43
11,3,50,11420,40
11,4,52,17269,47
11,5,49,8380,38
11,6,53,13082,44
11,7,52,8714,34
11,8,53,12997,42
11,9,53,11893,42
11,10,50,6874,32
11,11,53,13867,41
11,12,49,9167,41
11,13,51,14867,44
11,14,52,12583,40
11,15,52,13455,44
11,16,51,13340,43
11,17,51,8650,39
11,18,49,11606,43
11,19,50,7851,35
11,20,53,11815,44
12,1,59,10143,49
12,2,59,11362,47
12,3,58,2209,7
12,4,59,10115,36
12,5,59,12054,49
12,6,60,10391,38
12,7,59,11076,45
12,8,60,11176,44
12,9,58,547,3
12,10,58,181,2
12,11,60,12574,44
12,12,58,445,3
12,13,59,11805,48
12,14,58,139,2
12,15,60,12664,50
12,16,62,17423,52
12,17,60,11374,48
12,18,60,13340,42
12,19,58,50,1
12,20,60,12701,51
13,1,77,44248,66
13,2,82,43453,72
13,3,83,50302,73
13,4,82,51888,75
13,5,84,53004,78
13,6,83,53612,78
13,7,74,43627,59
13,8,79,43637,70
13,9,82,50599,72
13,10,78,39250,57
13,11,75,45037,69
13,12,84,54353,83
13,13,79,45878,68
13,14,77,40171,64
13,15,83,48475,76
13,16,75,47771,66
13,17,76,43078,61
13,18,80,54510,71
13,19,84,57834,83
13,20,82,46955,68
14,1,105,58791,85
14,2,98,53908,84
14,3,87,50315,85
14,4,98,52822,83
14,5,99,56316,86
14,6,94,53004,88
14,7,90,53597,81
14,8,92,63481,90
14,9,94,67082,82
14,10,97,61046,91
14,11,88,51359,85
14,12,99,63689,98
14,13,106,61569,96
14,14,96,51489,86
14,15,93,50725,86
14,16,101,68752,95
14,17,89,58406,86
14,18,94,49466,69
14,19,98,58425,84
14,20,94,50843,77
15,1,73,44283,66
15,2,90,64143,77
15,3,75,62892,72
15,4,85,59895,76
15,5,80,69623,73
15,6,81,59144,74
15,7,74,46194,62
15,8,89,69874,80
15,9,73,52086,71
15,10,79,58887,76
15,11,74,38467,56
15,12,80,53685,67
15,13,81,49157,68
15,14,84,50842,77
15,15,84,65369,82
15,16,83,65007,74
15,17,80,50384,72
15,18,81,66379,77
15,19,84,66908,82
15,20,80,53297,67
16,1,94,67624,84
16,2,96,88333,93
16,3,100,77621,93
16,4,100,72935,91
16,5,106,81408,97
16,6,88,61547,78
16,7,97,80127,95
16,8,93,68418,86
16,9,99,57198,78
16,10,94,74207,89
16,11,98,80115,90
16,12,108,74367,92
16,13,99,73002,88
16,14,103,80953,102
16,15,93,61698,83
16,16,96,69648,86
16,17,97,76720,93
16,18,99,73391,93
16,19,87,65118,84
16,20,94,71042,87
17,1,36,2,0
17,2,36,2,0
17,3,37,5112,29
17,4,37,4667,34
17,5,37,4324,27
17,6,36,1,0
17,7,36,1,0
17,8,36,7,1
17,9,36,2,0
17,10,36,2,0
17,11,37,5279,29
17,12,36,1,0
17,13,36,1,0
17,14,37,3872,29
17,15,36,2,0
17,16,36,2,0
17,17,36,2,0
17,18,36,3,0
17,19,36,10,1
17,20,36,2,0
18,1,45,1,0
18,2,45,1,0
18,3,45,2,0
18,4,45,2,0
18,5,45,2,0
18,6,45,2,0
18,7,45,2,0
18,8,45,2,0
18,9,45,2,0
18,10,45,1,0
18,11,45,5,1
18,12,45,2,0
18,13,45,1,0
18,14,45,1,0
18,15,45,3,0
18,16,45,1,0
18,17,45,62,2
18,18,45,1,0
18,19,45,1,0
18,20,45,1,0
19,1,36,2,0
19,2,36,2,0
19,3,36,4,1
19,4,36,2,0
19,5,36,2,0
19,6,37,5931,31
19,7,36,2,0
19,8,39,7331,34
19,9,38,6227,32
19,10,36,2,0
19,11,36,1,0
19,12,38,5437,30
19,13,36,3,0
19,14,36,4,0
19,15,36,4,1
19,16,37,5767,32
19,17,36,2,0
19,18,36,6,1
19,19,36,2,0
19,20,36,2,0
20,1,45,1,0
20,2,45,2,0
20,3,45,2,0
20,4,45,2,0
20,5,45,2,0
20,6,45,2,0
20,7,45,1,0
20,8,45,1,0
20,9,45,2,0
20,10,45,2,0
20,11,45,2,0
20,12,45,6,1
20,13,45,4,1
20,14,45,2,0
20,15,45,2,0
20,16,45,1,0
20,17,45,2,0
20,18,45,2,0
20,19,45,1,0
20,20,45,1,0
21,1,50,15307,41
21,2,54,31209,51
21,3,50,18379,46
21,4,51,18855,39
21,5,50,15055,36
21,6,56,21960,46
21,7,52,22567,46
21,8,51,18475,36
21,9,50,16133,41
21,10,50,14730,38
21,11,51,15651,35
21,12,51,17809,43
21,13,50,8773,23
21,14,54,33708,49
21,15,54,26713,47
21,16,50,11753,35
21,17,52,19286,42
21,18,51,11991,35
21,19,56,24395,43
21,20,49,10957,31
22,1,60,5310,10
22,2,62,22785,50
22,3,62,22327,53
22,4,63,29621,57
22,5,62,23772,42
22,6,61,18551,49
22,7,63,26449,53
22,8,62,23706,56
22,9,64,27678,57
22,10,62,21935,50
22,11,61,15756,41
22,12,61,19154,49
22,13,63,27647,56
22,14,61,18143,48
22,15,63,29000,55
22,16,62,23679,54
22,17,61,17724,48
22,18,61,19737,49
22,19,62,23515,54
22,20,61,18980,50
23,1,49,15775,35
23,2,49,16592,37
23,3,51,23349,43
23,4,50,16291,36
23,5,53,26124,41
23,6,51,20050,41
23,7,51,16624,39
23,8,50,15885,33
23,9,52,24817,37
23,10,54,27578,50
23,11,52,25396,44
23,12,51,18348,40
23,13,49,14035,37
23,14,51,18619,38
23,15,52,19930,46
23,16,52,27613,47
23,17,51,22131,37
23,18,51,15619,35
23,19,53,30049,48
23,20,50,24235,43
24,1,63,26540,54
24,2,62,23161,47
24,3,62,21044,42
24,4,60,3493,7
24,5,61,20602,45
24,6,62,35435,57
24,7,62,28069,53
24,8,62,26544,53
24,9,61,20952,44
24,10,64,29867,49
24,11,64,32478,60
24,12,62,22466,49
24,13,66,33068,59
24,14,61,19060,37
24,15,63,30618,53
24,16,62,23607,52
24,17,61,18263,39
24,18,61,25804,52
24,19,61,14573,39
24,20,61,19862,49
25,1,61,23089,43
25,2,63,47315,55
25,3,63,30345,50
25,4,61,32643,47
25,5,60,20097,42
25,6,63,30070,50
25,7,60,16415,34
25,8,65,40390,63
25,9,64,24309,35
25,10,61,31110,47
25,11,62,35197,51
25,12,59,18287,42
25,13,62,25761,44
25,14,61,20085,34
25,15,62,29109,48
25,16,65,34477,50
25,17,60,21871,47
25,18,61,29828,47
25,19,63,27316,46
25,20,62,40288,54
26,1,72,246,2
26,2,75,47494,63
26,3,73,32535,56
26,4,73,28920,54
26,5,72,77,1
26,6,73,30768,55
26,7,73,22434,47
26,8,73,32816,54
26,9,72,450,2
26,10,73,28645,44
26,11,72,4906,8
26,12,73,30351,54
26,13,72,651,2
26,14,72,1119,3
26,15,72,38,1
26,16,72,9,1
26,17,76,43671,60
26,18,72,1137,3
26,19,74,38517,60
26,20,73,35767,62
27,1,62,34201,51
27,2,64,41956,50
27,3,63,46247,50
27,4,61,47722,50
27,5,63,37520,47
27,6,63,29872,39
27,7,63,44547,50
27,8,62,33725,50
27,9,62,37848,51
27,10,62,26243,49
27,11,62,23034,36
27,12,59,21365,39
27,13,62,28260,42
27,14,62,26246,41
27,15,62,50389,49
27,16,61,28028,43
27,17,63,40105,53
27,18,60,27305,35
27,19,64,47265,58
27,20,63,44176,53
28,1,74,41823,58
28,2,72,9663,12
28,3,73,33785,56
28,4,72,542,2
28,5,74,44227,63
28,6,73,37822,62
28,7,74,39088,53
28,8,73,41625,64
28,9,73,26925,48
28,10,74,53399,60
28,11,72,160,2
28,12,72,2779,5
28,13,76,53842,65
28,14,73,36543,52
28,15,74,39260,52
28,16,72,379,2
28,17,74,52874,62
28,18,72,5,0
28,19,72,5907,7
28,20,74,37465,51
29,1,94,139870,88
29,2,98,133990,82
29,3,90,119544,80
29,4,92,140508,90
29,5,94,131904,78
29,6,98,144877,90
29,7,94,127949,80
29,8,98,146756,94
29,9,91,158849,84
29,10,87,122165,77
29,11,97,169381,87
29,12,93,130410,75
29,13,98,156397,90
29,14,99,130223,84
29,15,95,141139,89
29,16,95,109896,71
29,17,101,129483,87
29,18,97,154859,95
29,19,93,120074,78
29,20,97,138191,90
30,1,121,199959,113
30,2,119,145944,89
30,3,110,156359,100
30,4,116,151495,89
30,5,105,135993,85
30,6,110,159837,96
30,7,111,150886,103
30,8,121,216384,119
30,9,115,176642,102
30,10,118,151795,86
30,11,111,166911,105
30,12,108,190208,106
30,13,109,138281,89
30,14,117,182140,100
30,15,118,180104,107
30,16,117,172849,104
30,17,106,136056,94
30,18,109,163890,90
30,19,109,161656,96
30,20,112,158639,88
31,1,100,168729,84
31,2,88,146648,75
31,3,93,143365,81
31,4,105,186383,91
31,5,85,150671,79
31,6,96,166682,92
31,7,101,166322,87
31,8,92,143003,79
31,9,92,156309,91
31,10,95,136422,78
31,11,100,207369,99
31,12,96,152954,81
31,13,94,142268,79
31,14,104,169959,95
31,15,102,196949,100
31,16,94,164965,83
31,17,98,158900,89
31,18,94,175031,86
31,19,98,187106,91
31,20,95,167808,85
32,1,109,181733,98
32,2,110,171515,99
32,3,107,172786,94
32,4,117,208957,110
32,5,106,153768,91
32,6,125,224521,115
32,7,109,177779,94
32,8,108,216084,102
32,9,113,191044,100
32,10,112,180959,97
32,11,108,169425,102
32,12,113,184605,104
32,13,117,190896,112
32,14,110,199322,98
32,15,107,223367,106
32,16,117,228804,111
32,17,114,171118,102
32,18,110,153779,88
32,19,117,191285,96
32,20,105,172825,91
