Group,Case,Move,Time,Iteration
1,1,29,1,0
1,2,29,2,0
1,3,29,1,0
1,4,29,2,0
1,5,29,1,0
1,6,29,1,0
1,7,29,2,0
1,8,29,1,0
1,9,29,1,0
1,10,29,1,0
1,11,31,3679,27
1,12,29,0,0
1,13,29,1,0
1,14,29,1,0
1,15,29,1,0
1,16,29,1,0
1,17,29,1,0
1,18,29,3,1
1,19,29,1,0
1,20,29,1,0
2,1,36,1,0
2,2,36,1,0
2,3,36,1,0
2,4,36,1,0
2,5,36,1,0
2,6,36,1,0
2,7,36,1,0
2,8,36,1,0
2,9,36,2,0
2,10,36,2,0
2,11,36,1,0
2,12,36,1,0
2,13,36,1,0
2,14,36,1,0
2,15,36,1,0
2,16,36,1,0
2,17,36,1,0
2,18,36,1,0
2,19,36,1,0
2,20,36,1,0
3,1,29,1,0
3,2,29,1,0
3,3,29,2,1
3,4,29,1,0
3,5,29,1,0
3,6,29,1,0
3,7,29,1,0
3,8,29,1,0
3,9,29,1,0
3,10,29,1,0
3,11,29,1,0
3,12,29,1,0
3,13,29,1,0
3,14,30,2543,22
3,15,29,2,0
3,16,29,1,0
3,17,29,24,2
3,18,29,1,0
3,19,30,2115,23
3,20,29,8,1
4,1,36,1,0
4,2,36,1,0
4,3,36,1,0
4,4,36,1,0
4,5,36,1,0
4,6,36,1,0
4,7,36,0,0
4,8,36,1,0
4,9,36,1,0
4,10,36,1,0
4,11,36,1,0
4,12,36,3,1
4,13,36,7,1
4,14,36,1,0
4,15,36,1,0
4,16,36,1,0
4,17,36,1,0
4,18,36,1,0
4,19,36,1,0
4,20,36,1,0
5,1,43,13118,38
5,2,42,9488,36
5,3,40,7438,32
5,4,40,6241,29
5,5,41,8197,33
5,6,42,10165,35
5,7,41,10369,30
5,8,42,11397,34
5,9,42,9155,38
5,10,39,67,2
5,11,43,8484,37
5,12,41,10362,38
5,13,41,10976,35
5,14,41,8061,30
5,15,41,7362,32
5,16,41,10750,35
5,17,43,9734,36
5,18,46,18242,43
5,19,40,7066,35
5,20,40,3363,14
6,1,50,12888,43
6,2,50,11464,42
6,3,50,12900,45
6,4,50,12917,39
6,5,50,10318,33
6,6,51,10488,30
6,7,51,13829,43
6,8,49,8263,33
6,9,49,9949,41
6,10,50,11453,41
6,11,50,12397,41
6,12,51,14203,45
6,13,51,15094,43
6,14,49,9018,33
6,15,49,6364,21
6,16,53,17644,48
6,17,50,12431,44
6,18,51,13448,45
6,19,50,13768,44
6,20,49,9593,36
7,1,42,13624,39
7,2,44,12598,42
7,3,48,16200,41
7,4,40,9609,32
7,5,44,14903,41
7,6,44,9030,29
7,7,44,11799,34
7,8,42,10246,35
7,9,43,14501,37
7,10,45,14532,40
7,11,44,12796,37
7,12,42,12712,35
7,13,43,13312,39
7,14,40,5822,21
7,15,41,6124,28
7,16,42,13067,38
7,17,44,14644,38
7,18,43,16619,40
7,19,41,7783,32
7,20,43,12174,37
8,1,51,16252,45
8,2,50,12112,40
8,3,52,17122,43
8,4,49,10415,37
8,5,48,7,1
8,6,52,17829,49
8,7,51,13544,43
8,8,52,15207,43
8,9,51,17366,47
8,10,50,12894,39
8,11,51,15152,46
8,12,52,17520,45
8,13,52,17642,48
8,14,49,11095,37
8,15,50,16083,43
8,16,51,12158,32
8,17,50,16596,44
8,18,50,7554,29
8,19,53,16933,47
8,20,50,11604,33
9,1,51,11941,37
9,2,50,15909,41
9,3,51,15427,40
9,4,49,9265,32
9,5,52,16520,40
9,6,53,17235,46
9,7,55,23704,49
9,8,53,24539,47
9,9,52,18292,45
9,10,49,11303,28
9,11,50,11508,31
9,12,49,12132,35
9,13,50,10921,36
9,14,50,14771,42
9,15,53,14122,34
9,16,51,18587,35
9,17,51,23023,48
9,18,49,9539,32
9,19,54,22373,48
9,20,50,11670,31
10,1,62,23107,49
10,2,58,2,0
10,3,58,15,1
10,4,61,23379,55
10,5,59,18024,54
10,6,60,20329,43
10,7,58,2,0
10,8,58,196,2
10,9,61,23712,53
10,10,59,15043,42
10,11,61,24015,49
10,12,60,21611,52
10,13,58,37,1
10,14,59,13856,39
10,15,59,12944,35
10,16,58,39,2
10,17,61,21604,52
10,18,59,13392,39
10,19,59,14953,35
10,20,58,12,1
11,1,56,22159,42
11,2,53,20623,42
11,3,50,18925,38
11,4,52,21922,46
11,5,49,12698,32
11,6,52,19910,41
11,7,52,15401,35
11,8,52,23075,42
11,9,53,18984,38
11,10,50,10377,30
11,11,52,19994,44
11,12,49,14574,40
11,13,51,23475,44
11,14,52,21931,41
11,15,52,27234,46
11,16,51,22943,43
11,17,51,14607,40
11,18,49,19188,45
11,19,50,8483,30
11,20,53,20270,49
12,1,59,17649,49
12,2,59,18498,47
12,3,58,3625,7
12,4,59,16973,41
12,5,59,19089,48
12,6,59,9712,31
12,7,59,17593,46
12,8,60,17311,44
12,9,58,845,3
12,10,58,224,2
12,11,60,22388,48
12,12,58,91,2
12,13,59,18724,48
12,14,58,182,2
12,15,60,17635,39
12,16,61,25024,44
12,17,60,21872,58
12,18,59,18551,47
12,19,58,49,1
12,20,60,19238,50
13,1,75,64403,59
13,2,81,78422,74
13,3,82,75735,72
13,4,82,76453,75
13,5,84,86846,78
13,6,83,84568,78
13,7,74,48996,57
13,8,79,69485,70
13,9,79,69839,64
13,10,79,62926,60
13,11,73,53112,53
13,12,80,75036,74
13,13,79,75904,75
13,14,78,79480,67
13,15,83,79509,77
13,16,76,77244,72
13,17,76,71211,61
13,18,80,88601,72
13,19,81,82141,72
13,20,80,75607,70
14,1,104,100024,91
14,2,99,85534,85
14,3,87,68341,71
14,4,97,74583,69
14,5,99,98643,94
14,6,94,80656,84
14,7,91,95164,85
14,8,90,87662,76
14,9,93,98128,86
14,10,94,93515,84
14,11,86,71308,79
14,12,99,105233,93
14,13,103,107336,100
14,14,94,75903,85
14,15,92,79190,81
14,16,101,112965,95
14,17,91,88938,89
14,18,96,86447,87
14,19,96,88634,84
14,20,91,76234,79
15,1,74,90659,69
15,2,89,104167,77
15,3,75,98776,72
15,4,82,90500,65
15,5,80,105785,74
15,6,80,92497,68
15,7,74,78717,64
15,8,83,103882,78
15,9,73,79494,68
15,10,78,85759,67
15,11,77,45204,35
15,12,80,96723,77
15,13,81,88408,65
15,14,81,81638,75
15,15,84,103441,80
15,16,81,91672,66
15,17,80,84987,72
15,18,78,97995,74
15,19,84,107029,78
15,20,80,89373,71
16,1,96,131497,94
16,2,96,131415,89
16,3,101,121295,97
16,4,101,124866,100
16,5,107,130301,96
16,6,85,77634,64
16,7,96,104691,92
16,8,96,120605,89
16,9,99,93222,77
16,10,94,108495,83
16,11,95,110900,93
16,12,104,125172,96
16,13,97,111924,90
16,14,103,134355,102
16,15,91,99336,78
16,16,96,106742,83
16,17,99,119991,90
16,18,99,118953,93
16,19,88,124330,83
16,20,94,112218,88
17,1,36,2,0
17,2,36,2,0
17,3,37,8442,31
17,4,37,7922,35
17,5,37,5886,24
17,6,36,2,0
17,7,36,2,0
17,8,36,7,1
17,9,36,2,0
17,10,36,1,0
17,11,37,7864,28
17,12,36,2,0
17,13,36,2,0
17,14,37,6146,31
17,15,36,2,0
17,16,36,2,0
17,17,36,2,0
17,18,36,2,0
17,19,36,5,1
17,20,36,2,0
18,1,45,2,0
18,2,45,2,0
18,3,45,2,0
18,4,45,2,0
18,5,45,2,0
18,6,45,2,0
18,7,45,2,0
