Group,Case,Move,Time,Iteration
1,1,29,1,0
1,2,29,2,0
1,3,29,1,0
1,4,29,2,0
1,5,29,1,0
1,6,29,1,0
1,7,29,1,0
1,8,29,1,0
1,9,29,2,0
1,10,29,2,0
1,11,31,1970,28
1,12,29,0,0
1,13,29,2,0
1,14,29,1,0
1,15,29,1,0
1,16,29,2,0
1,17,29,0,0
1,18,29,3,1
1,19,29,1,0
1,20,29,0,0
2,1,36,1,0
2,2,36,1,0
2,3,36,1,0
2,4,36,1,0
2,5,36,1,0
2,6,36,1,0
2,7,36,1,0
2,8,36,1,0
2,9,36,1,0
2,10,36,1,0
2,11,36,1,0
2,12,36,0,0
2,13,36,1,0
2,14,36,1,0
2,15,36,1,0
2,16,36,1,0
2,17,36,1,0
2,18,36,1,0
2,19,36,1,0
2,20,36,2,0
3,1,29,2,0
3,2,29,2,0
3,3,29,3,1
3,4,29,2,0
3,5,29,2,0
3,6,29,1,0
3,7,29,2,0
3,8,29,2,0
3,9,29,2,0
3,10,29,2,0
3,11,29,1,0
3,12,29,2,0
3,13,29,2,0
3,14,30,1108,21
3,15,29,1,0
3,16,29,1,0
3,17,29,32,2
3,18,29,1,0
3,19,30,810,19
3,20,29,14,1
4,1,36,1,0
4,2,36,1,0
4,3,36,1,0
4,4,36,1,0
4,5,36,1,0
4,6,36,1,0
4,7,36,1,0
4,8,36,2,0
4,9,36,1,0
4,10,36,1,0
4,11,36,1,0
4,12,36,3,1
4,13,36,7,1
4,14,36,1,0
4,15,36,1,0
4,16,36,1,0
4,17,36,1,0
4,18,36,1,0
4,19,36,1,0
4,20,36,1,0
5,1,44,6858,41
5,2,42,2853,25
5,3,40,3241,27
5,4,40,2920,29
5,5,42,4583,37
5,6,42,4006,33
5,7,41,4346,31
5,8,42,4791,35
5,9,43,3639,32
5,10,39,56,2
5,11,43,3406,32
5,12,41,4802,39
5,13,41,4198,35
5,14,41,3474,34
5,15,42,3196,28
5,16,41,4677,32
5,17,43,4254,33
5,18,46,8498,44
5,19,40,2998,30
5,20,42,3315,25
6,1,50,5692,41
6,2,49,4806,37
6,3,50,5537,41
6,4,51,6204,40
6,5,50,4885,34
6,6,51,6491,41
6,7,51,6982,43
6,8,49,4028,36
6,9,49,4317,41
6,10,49,4294,38
6,11,50,5403,37
6,12,51,6036,43
6,13,52,5972,37
6,14,49,3967,36
6,15,50,4596,30
6,16,53,7290,48
6,17,51,5867,43
6,18,51,6091,44
6,19,50,4783,36
6,20,50,4466,34
7,1,42,6019,38
7,2,45,5898,39
7,3,48,7309,40
7,4,41,5899,35
7,5,45,5862,37
7,6,45,5029,32
7,7,44,5293,34
7,8,42,4298,30
7,9,43,5956,39
7,10,46,6661,42
7,11,44,5369,38
7,12,43,6244,36
7,13,44,7113,42
7,14,40,2581,21
7,15,41,3453,29
7,16,42,6014,40
7,17,44,7204,39
7,18,43,8402,42
7,19,41,3387,29
7,20,43,5361,38
8,1,52,8512,45
8,2,50,5646,44
8,3,54,7485,44
8,4,51,6655,48
8,5,48,7,1
8,6,52,8386,47
8,7,51,6125,42
8,8,52,5772,34
8,9,51,7827,47
8,10,52,8326,49
8,11,52,6771,43
8,12,53,6673,37
8,13,52,6774,37
8,14,50,7363,48
8,15,50,5994,42
8,16,53,7700,42
8,17,50,6789,44
8,18,51,6411,45
8,19,55,9508,51
8,20,51,5919,36
9,1,51,5780,37
9,2,50,6502,40
9,3,52,8365,44
9,4,49,3978,31
9,5,52,7552,40
9,6,53,7780,46
9,7,54,11160,47
9,8,55,10588,44
9,9,52,7606,39
9,10,50,7801,39
9,11,51,6121,41
9,12,49,5091,35
9,13,50,3746,26
9,14,50,7121,37
9,15,52,4873,20
9,16,52,9408,51
9,17,51,8793,42
9,18,49,4231,32
9,19,55,10539,49
9,20,51,5880,33
10,1,62,9669,43
10,2,58,2,0
10,3,58,28,1
10,4,62,9415,49
10,5,60,8099,52
10,6,60,9417,46
10,7,58,2,0
10,8,58,1152,7
10,9,61,9670,45
10,10,60,8463,46
10,11,61,9109,45
10,12,60,10028,52
10,13,58,37,1
10,14,59,5427,33
10,15,59,6143,36
10,16,58,320,3
10,17,61,8385,39
10,18,59,4883,33
10,19,59,7194,45
10,20,58,13,1
11,1,56,9565,41
11,2,53,9158,42
11,3,50,7860,37
11,4,52,12738,48
11,5,50,6708,36
11,6,53,9578,44
11,7,52,6935,36
11,8,53,9336,42
11,9,53,7833,39
11,10,50,4544,30
11,11,53,10456,44
11,12,49,6571,37
11,13,51,9768,43
11,14,52,9309,42
11,15,52,9541,44
11,16,51,9784,44
11,17,51,6456,39
11,18,49,8397,43
11,19,50,5637,35
11,20,53,7936,43
12,1,60,12985,49
12,2,59,8037,45
12,3,59,6701,44
12,4,59,7270,41
12,5,59,7645,45
12,6,60,7941,41
12,7,59,7568,45
12,8,60,8518,43
12,9,58,1053,6
12,10,58,159,2
12,11,60,9529,46
12,12,58,342,3
12,13,59,8404,49
12,14,58,124,2
12,15,60,6901,41
12,16,62,13843,53
12,17,60,9487,52
12,18,60,8131,49
12,19,58,50,1
12,20,60,8658,49
13,1,75,33132,62
13,2,81,28301,74
13,3,84,36397,73
13,4,85,34396,71
13,5,84,37576,78
13,6,79,35547,72
13,7,75,31938,61
13,8,82,35282,76
13,9,84,34399,74
13,10,79,28257,58
13,11,75,31769,68
13,12,82,31636,73
13,13,78,35313,71
13,14,77,32976,69
13,15,85,35110,79
13,16,76,36103,72
13,17,79,36157,78
13,18,81,39162,72
13,19,84,40898,83
13,20,80,32950,68
14,1,105,48733,97
14,2,97,43793,83
14,3,89,38083,88
14,4,97,37370,77
14,5,99,41614,86
14,6,95,42963,92
14,7,91,42180,85
14,8,95,50381,90
14,9,98,42622,87
14,10,95,39664,84
14,11,88,35584,81
14,12,100,44903,85
14,13,105,41513,87
14,14,97,36411,82
14,15,93,37259,81
14,16,101,49454,95
14,17,92,39145,90
14,18,92,34499,68
14,19,98,40743,85
14,20,99,41983,89
15,1,76,28936,59
15,2,92,46778,86
15,3,75,41143,71
15,4,85,47666,75
15,5,80,40473,75
15,6,82,43462,74
15,7,74,37237,70
15,8,84,42485,78
15,9,73,37751,71
15,10,78,37718,67
15,11,75,33432,66
15,12,80,40226,75
15,13,81,33654,64
15,14,84,36758,77
15,15,85,47654,81
15,16,81,40201,63
15,17,80,41353,79
15,18,80,48306,74
15,19,84,47449,80
15,20,80,40699,75
16,1,95,54471,90
16,2,96,64071,93
16,3,100,54064,92
16,4,99,50171,93
16,5,110,58232,99
16,6,87,45916,69
16,7,93,39923,77
16,8,93,45440,85
16,9,100,51161,93
16,10,97,43833,76
16,11,97,51898,87
16,12,106,53040,91
16,13,99,53360,88
16,14,104,57229,102
16,15,94,45783,81
16,16,96,49692,83
16,17,101,59899,96
16,18,101,52458,95
16,19,92,51553,87
16,20,94,51591,87
17,1,36,3,0
17,2,36,2,0
17,3,37,3708,31
17,4,37,3508,34
17,5,37,3000,20
17,6,36,2,0
17,7,36,2,0
17,8,36,6,1
17,9,36,2,0
17,10,36,1,0
17,11,37,3905,28
17,12,36,2,0
17,13,36,2,0
17,14,37,2503,26
17,15,36,2,0
17,16,36,2,0
17,17,36,2,0
17,18,36,2,0
17,19,36,8,1
17,20,36,2,0
18,1,45,2,0
18,2,45,2,0
18,3,45,2,0
18,4,45,2,0
18,5,45,2,0
18,6,45,2,0
18,7,45,1,0
