Group,Case,Move,Time,Iteration
1,1,29,33,0
1,2,29,2,0
1,3,29,1,0
1,4,29,3,0
1,5,29,2,0
1,6,29,1,0
1,7,29,2,0
1,8,29,2,0
1,9,29,2,0
1,10,29,1,0
1,11,31,465,27
1,12,29,1,0
1,13,29,0,0
1,14,29,1,0
1,15,29,1,0
1,16,29,1,0
1,17,29,1,0
1,18,29,4,1
1,19,29,1,0
1,20,29,1,0
2,1,36,1,0
2,2,36,1,0
2,3,36,1,0
2,4,36,1,0
2,5,36,1,0
2,6,36,1,0
2,7,36,1,0
2,8,36,1,0
2,9,36,1,0
2,10,36,1,0
2,11,36,2,0
2,12,36,1,0
2,13,36,1,0
2,14,36,1,0
2,15,36,0,0
2,16,36,1,0
2,17,36,1,0
2,18,36,1,0
2,19,36,1,0
2,20,36,1,0
3,1,29,15,0
3,2,29,1,0
3,3,29,2,1
3,4,29,1,0
3,5,29,1,0
3,6,29,1,0
3,7,29,1,0
3,8,29,1,0
3,9,29,2,0
3,10,29,1,0
3,11,29,1,0
3,12,29,1,0
3,13,29,1,0
3,14,30,292,21
3,15,29,1,0
3,16,29,1,0
3,17,30,253,25
3,18,29,1,0
3,19,30,162,16
3,20,29,9,1
4,1,36,1,0
4,2,36,1,0
4,3,36,1,0
4,4,36,1,0
4,5,36,1,0
4,6,36,1,0
4,7,36,1,0
4,8,36,1,0
4,9,36,1,0
4,10,36,1,0
4,11,36,1,0
4,12,36,3,1
4,13,36,7,1
4,14,36,1,0
4,15,36,1,0
4,16,36,1,0
4,17,36,1,0
4,18,36,1,0
4,19,36,1,0
4,20,36,2,0
5,1,44,1680,41
5,2,44,1195,39
5,3,40,738,28
5,4,40,640,26
5,5,42,1029,37
5,6,42,920,35
5,7,41,935,28
5,8,43,927,31
5,9,42,620,24
5,10,39,46,2
5,11,44,1311,36
5,12,42,969,32
5,13,42,1362,36
5,14,43,998,34
5,15,42,714,31
5,16,41,1107,35
5,17,44,962,36
5,18,46,1792,44
5,19,40,379,20
5,20,43,893,27
6,1,51,1202,40
6,2,51,1242,43
6,3,51,1363,44
6,4,55,1414,46
6,5,52,1316,35
6,6,53,1157,37
6,7,53,1513,47
6,8,50,972,38
6,9,49,967,43
6,10,50,999,36
6,11,51,1262,38
6,12,52,1631,46
6,13,53,1328,38
6,14,50,815,28
6,15,50,1007,30
6,16,55,1758,51
6,17,51,1100,37
6,18,53,1717,47
6,19,51,1077,36
6,20,50,1045,37
7,1,43,1538,39
7,2,46,1131,37
7,3,47,1313,34
7,4,43,1230,35
7,5,46,1567,41
7,6,45,1265,36
7,7,44,1174,34
7,8,42,1123,36
7,9,43,1309,37
7,10,46,1962,40
7,11,44,1379,41
7,12,43,1197,35
7,13,44,1407,41
7,14,41,1140,35
7,15,42,1079,34
7,16,42,1026,30
7,17,45,1318,38
7,18,43,1202,34
7,19,42,706,31
7,20,42,1093,33
8,1,53,1481,44
8,2,53,1847,47
8,3,55,1699,43
8,4,52,1551,44
8,5,48,7,1
8,6,54,1768,50
8,7,53,1710,50
8,8,54,1532,41
8,9,52,1607,44
8,10,53,1957,47
8,11,52,1352,43
8,12,53,1715,40
8,13,53,1520,42
8,14,50,1912,46
8,15,51,1565,43
8,16,54,1597,45
8,17,51,1461,39
8,18,52,1759,50
8,19,58,2054,54
8,20,51,1207,35
9,1,51,1276,40
9,2,50,1731,36
9,3,52,1920,41
