Group,Case,Move,Time,Iteration
1,1,13,4,12
1,2,8,1,5
1,3,2,0,1
1,4,7,1,6
1,5,4,1,3
1,6,8,0,6
1,7,8,1,6
1,8,6,1,5
1,9,10,2,9
1,10,12,4,11
1,11,8,1,7
1,12,10,2,8
1,13,11,2,10
1,14,11,2,8
1,15,9,1,8
1,16,9,2,8
1,17,8,1,4
1,18,7,1,6
1,19,14,5,13
1,20,15,4,14
1,21,15,4,14
1,22,12,4,11
1,23,9,1,7
1,24,12,2,10
1,25,9,2,8
1,26,5,0,3
1,27,8,1,6
1,28,12,3,11
1,29,12,3,11
1,30,10,2,9
1,31,8,1,6
1,32,5,1,4
1,33,7,2,6
1,34,11,2,10
1,35,8,2,5
1,36,9,1,7
1,37,8,1,4
1,38,10,2,7
1,39,0,0,0
1,40,10,3,9
2,1,10,4,7
2,2,7,3,6
2,3,13,8,12
2,4,6,0,4
2,5,10,4,6
2,6,13,10,12
2,7,14,7,13
2,8,9,2,6
2,9,7,1,6
2,10,14,13,12
2,11,10,2,4
2,12,8,2,7
2,13,5,1,4
2,14,8,3,7
2,15,10,5,9
2,16,11,3,9
2,17,7,2,5
2,18,9,3,8
2,19,9,3,5
2,20,8,3,7
2,21,11,4,6
2,22,11,1,8
2,23,7,1,5
2,24,11,4,10
2,25,8,0,4
2,26,8,4,7
2,27,5,2,4
2,28,10,3,9
2,29,14,11,12
2,30,11,3,8
2,31,9,4,8
2,32,8,2,4
2,33,12,6,10
2,34,9,1,5
2,35,9,3,7
2,36,10,2,5
2,37,8,2,5
2,38,7,2,4
2,39,7,0,4
2,40,8,3,5
3,1,10,7,6
3,2,12,10,11
3,3,11,5,9
3,4,6,1,3
3,5,14,17,11
3,6,13,10,12
3,7,7,2,3
3,8,14,19,13
3,9,13,19,12
3,10,9,3,7
3,11,15,17,13
3,12,12,3,7
3,13,15,17,13
3,14,7,4,5
3,15,13,10,7
3,16,9,2,5
3,17,12,10,8
3,18,8,5,7
3,19,10,3,5
3,20,13,8,9
3,21,9,4,7
3,22,10,5,7
3,23,10,7,9
3,24,10,8,5
3,25,9,7,8
3,26,10,4,6
3,27,10,7,7
3,28,10,7,6
3,29,12,7,8
3,30,7,4,5
3,31,13,13,8
3,32,8,4,7
3,33,10,8,9
3,34,8,3,6
3,35,10,6,7
3,36,10,7,8
3,37,15,17,13
3,38,5,1,4
3,39,9,7,8
3,40,9,7,8
4,1,13,32,12
4,2,10,10,8
4,3,12,16,8
4,4,9,7,5
4,5,7,2,4
4,6,13,20,10
4,7,15,31,11
4,8,13,10,9
4,9,12,15,9
4,10,9,8,5
4,11,4,0,0
4,12,11,13,10
4,13,10,7,7
4,14,11,11,6
4,15,11,16,10
4,16,15,20,7
4,17,14,28,13
4,18,11,14,9
4,19,12,11,10
4,20,10,9,7
4,21,15,19,12
4,22,12,25,9
4,23,14,17,10
4,24,15,24,10
4,25,9,4,6
4,26,17,40,15
4,27,13,13,8
4,28,9,9,6
4,29,10,12,8
4,30,13,24,11
4,31,11,9,6
4,32,10,8,7
4,33,12,14,10
4,34,12,23,11
4,35,7,3,5
4,36,11,16,10
4,37,11,14,8
4,38,13,26,10
4,39,11,17,8
4,40,11,12,10
5,1,9,6,6
5,2,13,5,8
5,3,14,45,13
5,4,13,27,8
5,5,15,40,8
5,6,14,26,8
5,7,16,71,14
5,8,12,47,11
5,9,13,26,9
5,10,11,34,9
5,11,12,17,7
5,12,13,60,10
5,13,11,8,7
5,14,14,30,10
5,15,10,8,7
5,16,13,32,8
5,17,16,66,14
5,18,13,35,12
5,19,15,53,13
5,20,12,69,11
5,21,13,21,11
5,22,18,55,12
5,23,11,6,6
5,24,8,12,6
5,25,13,36,11
5,26,14,21,5
5,27,16,36,10
5,28,14,64,13
5,29,17,59,13
5,30,15,50,14
5,31,10,23,7
5,32,11,26,9
5,33,16,34,10
5,34,10,24,6
5,35,16,48,13
5,36,10,11,7
5,37,11,2,3
5,38,14,45,12
5,39,9,5,6
5,40,13,10,8
6,1,10,33,8
6,2,14,120,13
6,3,15,41,10
6,4,15,77,12
6,5,16,54,11
6,6,10,5,6
6,7,19,162,15
6,8,16,67,14
6,9,12,39,9
6,10,16,57,9
6,11,12,20,6
6,12,14,25,9
6,13,15,40,11
6,14,15,113,13
6,15,11,37,9
6,16,12,54,8
6,17,13,56,12
6,18,11,25,8
6,19,15,163,13
6,20,16,59,11
6,21,15,127,13
6,22,13,103,10
6,23,12,23,11
6,24,13,40,6
6,25,14,68,8
6,26,18,81,11
6,27,8,25,7
6,28,15,62,11
6,29,17,75,13
6,30,13,58,11
6,31,14,56,11
6,32,14,32,7
6,33,12,10,7
6,34,13,51,9
6,35,17,97,15
6,36,13,61,9
6,37,12,61,9
6,38,17,84,16
