Group,Case,Move,Time,Iteration
1,1,12,9,10
1,2,8,3,6
1,3,2,0,1
1,4,7,2,6
1,5,4,1,3
1,6,8,1,6
1,7,8,2,6
1,8,6,1,5
1,9,10,3,9
1,10,12,6,11
1,11,7,1,6
1,12,10,14,8
1,13,11,4,10
1,14,11,4,9
1,15,9,2,8
1,16,9,3,8
1,17,8,1,4
1,18,7,2,6
1,19,14,12,13
1,20,15,13,14
1,21,15,11,14
1,22,12,9,11
1,23,9,2,7
1,24,12,5,10
1,25,9,5,8
1,26,5,0,3
1,27,8,1,6
1,28,12,6,11
1,29,12,6,11
1,30,10,4,9
1,31,8,2,6
1,32,5,1,4
1,33,7,3,6
1,34,11,7,10
1,35,8,2,5
1,36,9,2,7
1,37,8,1,5
1,38,10,4,7
1,39,0,0,0
1,40,10,5,9
2,1,10,6,8
2,2,7,3,6
2,3,13,13,12
2,4,6,0,4
2,5,10,8,6
2,6,12,19,11
2,7,14,12,13
2,8,9,4,6
2,9,7,1,6
2,10,14,15,12
2,11,10,3,5
2,12,8,3,7
2,13,5,1,4
2,14,8,3,7
2,15,10,6,9
2,16,11,5,9
2,17,7,4,5
2,18,9,5,8
2,19,9,6,5
2,20,8,4,7
2,21,11,6,6
2,22,11,2,8
2,23,7,2,5
2,24,11,8,10
2,25,8,1,4
2,26,8,6,7
2,27,5,2,4
2,28,10,7,9
2,29,13,24,12
2,30,11,6,8
2,31,8,6,6
2,32,8,3,4
2,33,12,17,11
2,34,9,1,5
2,35,9,3,7
2,36,10,3,5
2,37,8,2,5
2,38,7,3,4
2,39,7,1,4
2,40,8,7,5
3,1,10,12,6
3,2,12,18,11
3,3,11,8,9
3,4,6,1,3
3,5,14,21,11
3,6,13,14,12
3,7,7,2,3
3,8,14,52,13
3,9,12,16,10
3,10,9,5,7
3,11,15,41,13
3,12,12,7,7
3,13,15,31,13
3,14,7,8,5
3,15,13,29,7
3,16,9,3,5
3,17,12,13,8
3,18,8,6,7
3,19,10,4,5
3,20,13,12,12
3,21,9,6,7
3,22,9,13,6
3,23,10,19,9
3,24,10,11,5
3,25,9,10,8
3,26,10,8,6
3,27,10,9,7
3,28,10,10,6
3,29,11,16,7
3,30,7,17,5
3,31,13,11,8
3,32,8,4,7
3,33,10,13,9
3,34,8,3,6
3,35,10,9,7
3,36,10,12,8
3,37,15,27,13
3,38,5,1,4
3,39,9,13,8
3,40,9,9,8
4,1,13,58,12
4,2,9,10,5
4,3,12,31,8
4,4,9,13,6
4,5,7,3,4
4,6,13,40,10
4,7,15,55,11
4,8,13,15,9
4,9,12,21,9
4,10,9,9,5
4,11,4,0,0
4,12,11,29,10
4,13,10,11,7
4,14,11,22,7
4,15,11,38,10
4,16,15,42,7
4,17,13,9,6
4,18,11,21,10
4,19,12,17,10
4,20,10,22,7
4,21,15,42,12
4,22,12,42,9
4,23,14,29,11
4,24,15,41,10
4,25,9,9,6
4,26,17,101,15
4,27,13,22,9
4,28,9,13,8
4,29,10,10,8
4,30,13,40,11
4,31,11,13,6
4,32,10,17,7
4,33,12,20,10
4,34,12,32,11
4,35,7,3,5
4,36,11,24,10
4,37,11,18,8
4,38,13,39,10
4,39,11,37,8
4,40,11,24,10
5,1,9,6,6
5,2,13,5,8
5,3,14,91,13
5,4,13,52,11
5,5,15,76,8
5,6,14,61,8
5,7,16,94,14
5,8,12,42,11
5,9,13,40,9
5,10,11,50,9
5,11,12,24,7
5,12,13,94,10
5,13,11,16,9
5,14,14,49,10
5,15,10,11,7
5,16,13,53,8
5,17,16,97,14
5,18,13,64,12
5,19,15,79,13
5,20,12,91,11
5,21,13,29,11
5,22,18,93,12
5,23,11,9,6
5,24,8,12,6
5,25,13,46,11
5,26,14,32,7
5,27,16,68,13
5,28,14,105,13
5,29,17,96,15
5,30,15,78,14
5,31,10,33,7
5,32,11,38,9
5,33,16,55,10
5,34,10,31,6
5,35,16,78,14
5,36,10,16,7
5,37,11,3,3
5,38,14,76,12
5,39,9,7,6
5,40,13,13,8
6,1,10,39,8
6,2,14,141,13
6,3,15,69,10
6,4,14,65,9
6,5,16,77,11
6,6,10,5,6
6,7,19,271,18
6,8,16,110,14
6,9,12,58,10
6,10,16,117,11
6,11,12,30,6
6,12,14,32,9
6,13,15,54,11
6,14,15,180,13
6,15,11,52,9
6,16,12,79,8
6,17,13,93,12
6,18,11,36,8
6,19,14,135,12
6,20,16,98,11
6,21,15,164,13
6,22,13,112,10
6,23,12,32,11
6,24,13,87,12
6,25,14,147,12
6,26,18,138,12
6,27,8,41,7
6,28,15,107,11
6,29,17,119,13
6,30,13,91,11
6,31,14,87,11
6,32,14,45,7
6,33,12,10,7
6,34,12,33,7
6,35,17,144,15
6,36,13,82,9
6,37,12,104,9
6,38,16,185,13
6,39,12,6,6
6,40,15,97,14
7,1,12,16,10
7,2,17,34,16
7,3,20,38,19
7,4,15,23,14
7,5,18,35,17
7,6,9,13,7
7,7,20,39,18
7,8,16,24,15
7,9,7,3,4
7,10,16,23,14
7,11,10,8,5
7,12,19,40,18
7,13,22,53,21
7,14,18,41,17
7,15,14,20,12
7,16,22,61,21
7,17,11,6,5
7,18,21,55,20
7,19,20,46,19
7,20,19,29,14
7,21,17,24,14
7,22,13,24,12
7,23,22,48,21
7,24,19,50,18
7,25,22,57,21
7,26,18,47,17
7,27,22,75,21
7,28,16,38,15
7,29,16,34,14
7,30,17,42,16
7,31,18,32,15
7,32,15,22,12
7,33,21,57,20
7,34,16,30,15
7,35,22,57,21
7,36,17,28,15
7,37,15,13,11
7,38,18,54,17
7,39,15,25,14
7,40,16,36,13
8,1,19,60,13
8,2,20,95,19
8,3,21,71,14
8,4,12,32,11
8,5,18,61,14
8,6,16,61,15
8,7,15,57,14
8,8,22,85,21
8,9,20,42,9
8,10,16,84,15
8,11,15,16,7
8,12,18,82,17
8,13,15,40,14
8,14,20,82,15
8,15,23,140,22
8,16,13,26,11
8,17,23,113,22
8,18,18,51,17
8,19,18,55,12
8,20,20,87,19
8,21,20,86,17
8,22,22,130,18
8,23,22,123,21
8,24,17,59,15
8,25,20,86,16
8,26,21,98,19
8,27,16,45,13
8,28,16,44,10
8,29,21,93,20
8,30,22,87,17
8,31,21,79,20
8,32,24,101,21
8,33,18,65,16
8,34,22,106,21
8,35,17,61,13
8,36,13,27,12
8,37,17,71,16
8,38,18,40,17
8,39,21,122,20
8,40,17,76,16
9,1,23,217,22
9,2,13,42,8
9,3,22,165,18
9,4,23,229,21
9,5,19,138,18
9,6,20,166,19
9,7,24,193,23
9,8,17,89,13
9,9,20,185,19
9,10,22,135,20
9,11,19,178,17
9,12,23,169,19
9,13,16,134,14
